"@GeorgeAylett True, but personally i'd rather use that money to restore and expand maintenance grants, I'm broadly… https://t.co/jOuVnf2Eem",16,23,59,,
"I fucking love you, @Lesdoggg

I really just needed to tell you that ✌️",16,23,58,,
Remind me to never send Hector to the bar again to get me ‘just whatever’ been gifted with a buckfast daiquiri,16,23,58,,
"@jordannapier drunk texting is something else, can’t understand one single word so just making up a conversation with her",16,23,54,,
"@Elaguijon_ @elenawerr Y la libertad es dejar que cada uno haga lo que le salga de las narices. 
¿Te molesta?",16,23,53,,
Bruno Mars - Live In Harlem is incredible. Coolest guy alive 😎.,16,23,53,,
"@GeorgeAylett Yeah I agree its not a binary choice, I just don't agree that tuition fees are a genuine problem and… https://t.co/EYedPXDzGL",16,23,53,,
Sass level: expert 😂 https://t.co/TLiSWbUyzt,16,23,50,,
I don’t know why @xdannyxbrownx follows me but I do know everytime I remember he does I get so fuckin happy,16,23,49,,
And that you did! Thanks for the laughs 👍🏻 https://t.co/1xAnnAlCy7,16,23,48,,
@hhannahprince @jamiesurgenor95 YES GUYS #SAFEPOSITIVEWORLD,16,23,47,,
@bethlyons_ Fprtnight?,16,23,47,,
@russell_lorne Disappointed ur not out donut but thanks x,16,23,47,,
WOW I cannot hang anymore #oldie https://t.co/9lNOwGhPzw,16,23,47,,
All that is wrong with America! #guncontrol https://t.co/3SXyGg11Nt,16,23,46,,
@AbbieMalone Goin home on friday do not worry my love x x x,16,23,45,,
Told him I’m not going out then he does this 😭😭😭 https://t.co/C9mLFGY4F0,16,23,45,,
@GeorgeAylett And I dont disagree with free tuition necessarily but it is broadly a token policy. Tuition fee repay… https://t.co/qfiKDKBnvf,16,23,45,,
"@DefectedRecords @joshbutlermusic One day, that might be me saying that... @DefectedRecords 🤞🏼 https://t.co/Ulny64RRcS",16,23,44,,
"@GeorgeAylett I know, but maintenance grants were never enough for a lot of students in the first place, they shoul… https://t.co/VqWom0UECN",16,23,44,,
@ScotNational I would be in favour of this. But why stop at 55? Maybe 58?,16,23,44,,
"This is one classy, sassy  woman, we should all stand fully behind. @EdinburghWfi 
#ahed_tamimi https://t.co/rj3tnpf1Vf",16,23,42,,
Cruisin’ with @kcoyle96 and vegan maple and peanut butter ice cream from @AffogatoGelato has been a beautiful end to this exciting day!,16,23,41,,
@mc_kenna13 Wow! Looks amazing. Happy New Year.,16,23,41,,
So @taylorrrr1212 has just fallen a sleep to me reading v cute,16,23,41,,
Any lassie that says they dinny care about there bf liking other girls pics is nout but a slavour do not care what… https://t.co/r5f4zxLunK,16,23,41,,
https://t.co/0dLiM7TCcj,16,23,40,,
https://t.co/m4iSx1uSRW,16,23,40,,
Powerful thread. Worth reading. https://t.co/5uLCU0XRUl,16,23,39,,
Oh my chocolate salted caramel stout delicious delight - Drinking a Yellow Belly by @BuxtonBrewery/@Omnipollo at… https://t.co/T4bkYI4Ig5,16,23,39,-3.20537,55.9455
@nickcalc @grcalcaterra @Jaguars Great #1. Been routing for him in Scotland haha. I've got a few Duck highlights I've been following too.,16,23,39,,
@imrosemciver Well this information has made my year,16,23,38,,
Little Ada saying hi from #Scotlamd https://t.co/Iv3tJS3KnG,16,23,37,,
I absolutely love Hannah Hauxwell. https://t.co/T4nVgcbr3k,16,23,37,,
"@DarrenPaterson1 @SteelerFayy @L0s3roftheyear I had a gid night man, that’s aw I remember",16,23,37,,
Bin urself https://t.co/UxIV6Zmb8B,16,23,37,,
"An Der Rampe by Bronwen Sleigh More great stuff from OPEN 2018
@SocietyScotArt… https://t.co/bUgnnaxELX",16,23,37,-3.19638889,55.95175
The beach is classsss 😊🌅🎥🌴,16,23,37,,
Going out sober with a steaming Jordan is not gonna end good,16,23,37,,
@MaxMigliorato  https://t.co/SYzCNMGiIn,16,23,36,,
@ChrisWisniewsk1 It be great😀 thanks Mate👍,16,23,36,,
Scrapping tuition fees whilst broadly ignoring the huge issue of maintenance isnt even a slightly progressive policy https://t.co/vxwPO4M9Xt,16,23,36,,
"@OwenPaterson @reactionlife @NIOgov A damn good thrashing, presumably",16,23,36,,
@hisotalus Or male colleagues calling you ladies......😐,16,23,36,,
@JackMitchell95 @Gungadin1875 U here? Come fat birds on cheesey pls,16,23,36,,
“The bird’s flightless.” Constitutional reform in Sri Lanka. https://t.co/jG5bs2wJFP,16,23,36,,
@lewis_gill_ happy birthday lewis! Hope it’s been a good one x,16,23,35,,
@YoloSwagginsx To clarify We do,16,23,35,,
@DarrenPaterson1 @SteelerFayy @L0s3roftheyear ...... I’m barred,16,23,35,,
@RealPeteCormack https://t.co/JPKwRsBj8V,16,23,34,,
When I say I’m crying https://t.co/IwhxrqOb8y,16,23,33,,
Mad how US republicans pure foam at the mouth over people terminating a non-sentient bunch of cells in utero but ac… https://t.co/XLymSISYVE,16,23,32,,
@ChrisWisniewsk1 Oh Thanks Chris. I wish😂😂😂,16,23,32,,
@aniki21 Do you ever get warnings about usage?,16,23,32,,
@NeilDrysdale @_JamieMcIntyre I agree totally that the north east could and should be better served by rail. But no… https://t.co/wybiIuOZqO,16,23,31,,
"@GrantStottOnAir @Beathhigh Not gonna lie big chap. Saw the picture and thought 'jesus, Tom Chaplin from Keane has… https://t.co/KNLqIn9drD",16,23,30,,
We saw it last night and both myself and my kids loved it especially in IMAX 4D! https://t.co/gcQZNzMrvY,16,23,30,,
When you plan to go out for a couple then end up steamin😬🙈,16,23,30,,
Today's been better than my past few weeks and I'm off all next week so yay chilling,16,23,28,,
"Back to School with @SVDD76 tonight to learn charms, alchemy, mystical creatures, herbology and potions. A+ student… https://t.co/hrmx1jYmvI",16,23,27,,
I’m no fan of Corbyn but I can spot a smear campaign from the Uber Fascists a mile away...simply vile propaganda https://t.co/NcZgxTluza,16,23,27,,
"Dave does the dab.
I'm a bit disappointed, my man ! Honestly, the phrase alone sounds like a porno 😁😁😁 https://t.co/uvu2KxvM4f",16,23,27,,
@she_fi Just thought your followers would like to know about our forthcoming all-women issue of Shoreline of Infini… https://t.co/XvferzUfyF,16,23,26,,
"That is some brave, retro, rugby. https://t.co/4g5iKyZPev",16,23,25,,
Well done lads! X https://t.co/Meaz3PNz0s,16,23,25,,
"@thehibeesfamily @Coral There's only Two Conrad Logan's !
Couldn't make the semi-finals due to illness , when I saw… https://t.co/XsopCVVZLv",16,23,25,,
Things definitely feel like they are fitting into place at the moment so feeling accomplished and optimistic about the future x,16,23,24,,
I love the sign on the road to Skye which simply says .. The North... https://t.co/0HZouXtEs6,16,23,24,,
maximilian kieffer baby come on,16,23,24,,
@jordanfleming @Ian_Fraser Looks as if you had a lucky escape!,16,23,24,,
"I’m one of them. I couldn’t do my job as well as I do without all of my colleagues, regardless of where they are fr… https://t.co/pmcIugMGKY",16,23,23,,
@Jordansmith_10 Cheers smokey joe xx,16,23,23,,
@thebigpostie Folk laugh at hibs wanting 5m for McGinn.,16,23,23,,
When ur mum texts you from New York asking what makeup you want 😍😍 thank u,16,23,23,,
@iScotNews @Blazespage @RobMcD94 I'd buy their album.,16,23,23,,
@PupUmbreon And you didn't follow him? :p,16,23,22,,
@DanGoodley https://t.co/nMkFUOB15H,16,23,22,,
"Magaaaa booked with my gal, another holiday @abbeymarko 👭💗☀️😈🏖",16,23,22,,
"I hate wearing bras, they hurt my back and the straps dig in to my skin, might just stop wearing them non stop 🤨❌‼️",16,23,22,,
"@joannaccherry Scotland loves you, and that’s all that really matters! 😉 🏴󠁧󠁢󠁳󠁣󠁴󠁿",16,23,22,,
Just realised I had downloaded over 4GB of application updates whilst tethered to my phone. So thankful for unlimit… https://t.co/okm5YJuLsi,16,23,21,,
"@SteveArchibald8  just watching peter and roughie, are you at hibs v Aberdeen? I’ve one@of your hibs shirts I’d lov… https://t.co/N3L4EjKuN2",16,23,21,,
@alexmcniven @ScotlandSky @ScottishFA What gave it away 😜😜,16,23,21,,
Gies peace. 11m fuck off. https://t.co/wQpP44nwlT,16,23,20,,
When leaving drinks turn into a bit of a session and now you don’t know what your name is. 🍻,16,23,20,,
@mmarianop El moderno Prometeo 💕,16,23,20,,
The excitement for Cammy's birthday weekend is sooooo real!!! Cannot wait to see the smiles on his face for the whole weekend!!! 😁😁😁💞💞💞,16,23,20,,
"Homeward bound, via the Shore. #leith #theshore #mono @ Edinburgh, United Kingdom https://t.co/R1JhQHuls0",16,23,18,-3.1603,55.9494
"Booked a return train home next week for £59, first class woulda been £625 what kinda megatories actually pay for that ??",16,23,18,,
MET EAMONN’S TWIN IN SPOONS!! Fan girl moment  @EamonnHolmes @RuthieeL @hollywills @Schofe @thismorning… https://t.co/jiYCMod7Fm,16,23,17,,
@guardian And our misfortune.,16,23,17,,
Currently in the process of installing this with the 2018 beta. Will try it out over the weekend!,16,23,17,,
#Siri thinks she’s gonna win. I never quit. #Scottish accent activate 😂 (sorry my Scots fam 🤭) https://t.co/fyHXUQbhog,16,23,16,,
New snapchat is fucking aids,16,23,16,,
Another delicious dinner at @harmoniumbar tonight with @iainmmcgregor. #vegan #leith #dinnerdate… https://t.co/b5bjaW7VPc,16,23,16,-3.17253828,55.97403835
"It's a fitting tribute to Jack that he finally seen the boy's lift the Holy Grail. 🇳🇬 💚 🏆

RIP Jack https://t.co/ESup65V3Ju",16,23,15,,
When ur in the house having a party with Alexia and ur dads controlling her from Spain on his phone 😫😤😂 @bigscougs,16,23,15,,
"a bit windswept x @ Edinburgh, United Kingdom https://t.co/bUtVBtJgKI",16,23,14,-3.1603,55.9494
I have been involved in helping some Irish victims recently and have just been appointed to assist again...what’s h… https://t.co/5jU0V8djwr,16,23,14,,
"@EwenPearson2 close to transport links for Shetland, Benbecula, Orkney and Fife!",16,23,13,,
Princes Street Gardens es un bellísimo parque público que se encuentra al pie del castillo y que… https://t.co/clzNU8xXY3,16,23,13,-3.20299444,55.95005
"After just barely surviving meteoric swarms, predators boarding the ship and devouring his friends, and having his… https://t.co/xAm3e9K5GG",16,23,12,,
@JamieFort_ your pals have got a snake in the grass x https://t.co/QCPbssgnte,16,23,11,,
@officialdafc was the fife cup semi final v Burntisland ever replayed after it was abandoned? I see Cowden are repo… https://t.co/v9qMVXf7OX,16,23,11,,
Why does some idiot choose to run about the train track when I’m trying to get home 🤦🏼‍♀️🤦🏼‍♀️ 🚂,16,23,10,,
@MancBoxnetwork @Carl_Froch Don’t see it lad! I actually think it goes the distance &amp; Groves wins a close decision… https://t.co/9Y7Ap3kSxU,16,23,10,,
Frabulous is Crabulous tonight #CrabbyFrabby @frserharttt,16,23,10,,
@aimeemorganx Camon,16,23,10,,
@__Gilmour__ This is traumatising,16,23,10,,
"@BobWeiss91362 @JimGardiner2 So sorry for you're loss.
@BanTheGun",16,23,10,,
@willow1886 @ofk_1996 Well said!,16,23,10,,
"@GEOFFHUNTBSS @exeterroofing @JordanConserv If it is, there are a whole lot of ""defective"" roofs which have perform… https://t.co/3kRyF5EFeh",16,23,10,,
Wow honestly makes a massive change staying in for the weekend 😲💁🏼‍♀️,16,23,9,,
Yes yes yes!!! https://t.co/A2nvwyDd6t,16,23,8,,
Last time I was in the Cask and Barrel on Broughton St James McFadden scored against France and Alex McLeish was th… https://t.co/QV7KUwA7w7,16,23,7,,
It’s such an exciting fight &amp; amazing match up! I fancy Eubank to take over with punch volume and work rate down th… https://t.co/jmadVruQSb,16,23,7,,
"@TheGNShow - panfa, what is that?",16,23,7,,
I'm told these books are a little too similar. Norton will need to respond to this accusation and not dismiss it. https://t.co/4rAt80FZx6,16,23,6,,
@SloanDereksloan @AndrewWi1son We speak many languages in Scotland. Scots Gaelic is part of our heritage. We should… https://t.co/cDrZRllaH6,16,23,6,,
@L0s3roftheyear @SteelerFayy Hud on.... how am I gettin the tab 😂,16,23,6,,
@annie_296 Awesome - definitely of interest! Thanks @annie_296!,16,23,5,,
@BennyBoy1909 Cool cheers,16,23,5,,
@nic0lehenderson 🧐 https://t.co/jZAmU6rv7y,16,23,3,,
@molly_ella_pups hi der!! I a pal off @paddyscousedog ❤️❤️🙋‍♂️🙋‍♂️,16,23,3,,
My favourite line from Shrek 2 is “some gender confused wolf” fucking howling 😂😭,16,23,3,,
@TheGNShow the sofa had potential but turned into a boring dirge. Especially the London lad who is too cool not to… https://t.co/gkiKUmY0NE,16,23,3,,
😂😂😂😂💩🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/vY5G4StY40,16,23,2,,
@mrdavidhaye 👏🏻👏🏻nice night of boxing well done to your lads 👌🏻🥊,16,23,2,,
"@hackneyabbatt Merkel isn’t even in power any more.  No wonder, even the Germans have sussed out its the likes of t… https://t.co/7OJVoQLQ0q",16,23,2,,
@redrichie The A Man would love a bit of that praxis,16,23,1,,
"Hey #fitfam how's it going? 
Hopefully everyone is having a great Friday &amp; looking forward to… https://t.co/z9ZA195Npy",16,23,1,-3.1603,55.9494
"@Misterquartet @RadioSaltire From hearing Fi’s excellent show, anything goes genre wise 🙂",16,23,0,,
"""Why do you go away? So that you can come back. So that you can see the place you came from with… https://t.co/NjzholAmBk",16,23,0,-3.1603,55.9494
I get it. Hopefully others will. https://t.co/1RuMRDxEJ5,16,23,0,,
Current CO₂ level in Edinburgh: 425 ppm #viewco2,16,23,0,-3.182047,55.939858
Utterly utterly Preposterous! https://t.co/lk2rEecel8,16,23,0,,
Imagine these are text messages your kid would ever have to write or as a parent that you would ever receive ?… https://t.co/cHxRKV8bil,16,23,0,,
@nellclrkin She loves you 😘😘 Louise Bonnici number one fan,16,23,0,,
The sensational @BarbeRousseBand at Sneaky Pete’s absolutely smashing it! https://t.co/jwM4wLdIxI,16,22,59,,
@helen_bonsall On a mission to find out the capital of Africa,16,22,59,,
@natural_frown @cambridgebar20 Thanks guys - had great night watching the match despite https://t.co/YsXvmScafQ dro… https://t.co/C0nMHHw6o1,16,22,59,,
When 1 turns into 10 😊😊😊😊😊,16,22,59,,
@HaygerAFC @officialkappa99 @AgentScotland Aberdeen only team in the city how many teams in Edinburgh #pony,16,22,58,,
@SteelerFayy @L0s3roftheyear Feck aff,16,22,58,,
@SteelerFayy Naw it’s gash,16,22,58,,
"@GuitarMoog She went to Belfast, same thing happened.",16,22,57,,
Wine drunk makes my eyeballs hurt,16,22,57,,
Some company would be sound,16,22,56,,
Rangers??? Who were they again?? Were they befor or after third Lanark and Gretna?,16,22,56,,
I saw The Shape of Water tonight at the cinema. Sally Hawkins was incredible in it.,16,22,55,,
@Thebluegates72 @mstewart_23 @RangersFC ??? Were they a thing before or after Third Lanark and Gretna?? Trying to settle an argument.,16,22,55,,
Magic! Heatwave with the late Rod Temperton - the UK’s neglected one-man “hit factory” #TOTP2,16,22,55,,
Ew some people r weirdest ever,16,22,55,,
Sheeeer fucking garn,16,22,54,,
"You know I luv ye , I always huv...(in a really bad accent)😜🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/IixLBgePbd",16,22,54,,
Well done indeed Grace. #YOYP2018 https://t.co/bJYER3JLXt,16,22,54,,
@SteelerFayy @L0s3roftheyear You cannot go to hive 😂,16,22,54,,
@iainmartin1 @reactionlife Everybody is out o step bar ooor Jock....,16,22,54,,
"https://t.co/oi6sdXuWev
Again, is she insane? UK chose to leave! Should have thought this through before issuing threats on defence.",16,22,53,,
@SteelerFayy I’d drink her pish,16,22,53,,
wavy fingers,16,22,53,,
@Denald Menu mewah 😍,16,22,53,,
A mutual love of Peep Show is the strongest bond.,16,22,53,,
#TheEgyiptianKing #MoSalah even being mentioned on #LastLeg #LFC #YNWA 😁,16,22,52,,
Makes me so angry. You covered up rape. You would *love* people to be gunning for you and 0.7. Actually we are just… https://t.co/N9ffFbp0y1,16,22,52,,
Brewhemia is a very very nice place,16,22,52,,
@Euan_Archibald_ So true!!!!!,16,22,52,,
"@Beathhigh Well, bumping into you helped with the pain of @UlsterRugby losing to @EdinburghRugby with @duncan_weir heartbreaker ! Slainte",16,22,52,,
"Told myself I was gonna adjust my tastebuds to like coffee this year and be more sophisticated, however, only think… https://t.co/4SYYROcDIb",16,22,52,,
"@BennyBoy1909 What like Chris, the wee marvel addict in this house (Andrew the 10 yr old) is dying to see it 🤔",16,22,51,,
"@petewood8one @LBC Fine, and Oxfam can carry with the money it raises from charitable donations",16,22,51,,
@GiovanniFanfoni Maschi bianchi,16,22,51,,
@krisgourlay96 @GKerr98 Did you not keel over from the stench of his breath?,16,22,51,,
@PupZathin You'll get 'em soon enough 😘,16,22,50,,
"@illegaljacks Top man, new Bru is a travesty! I'll be by for a couple soon!",16,22,49,,
@Rachael_Swindon @twistyheadedman @DominicRaab T. O. R. Y.,16,22,49,,
@KTTunstall @JasonIsbell @StP_BrokenBones Huh. And there’s me thinking you were more of a black midi / zero-input m… https://t.co/SZx4KCd4PK,16,22,48,,
"I am a comics and superhero fan, and especially a DC fan, and even more specifically a Batman fan, but dear God “Ba… https://t.co/3AM8FpL0EH",16,22,48,,
"In the middle of the constitutional fib-fest, no one really remembers 4 Feb was 40th anniversary of the Executive P… https://t.co/b8x0HZKD31",16,22,47,,
Amen https://t.co/2gmRuUux1O,16,22,46,,
Too early for April Fools?! https://t.co/ENR8rGJT4X,16,22,46,,
@JLIPNICKI easily the best person on celebs go dating,16,22,43,,
@besomeonessock https://t.co/sTPtKJWa33,16,22,43,,
@LordWoolamaloo @JonCG All part of the service.,16,22,42,,
@iheartwhisky Well the fudge didn't last very long! #nomnomitsallgone https://t.co/45tP0vDRJD,16,22,42,,
I ❤️Jason Bateman. That is all,16,22,42,,
@scottm1901 hope they dipped his float aswell. 😂,16,22,42,,
So tonight I DID make pancakes for dinner and watched 2001: A Space Odyssey again. Some would say this is a crisis.,16,22,41,,
"Just posted a photo @ Edinburgh, United Kingdom https://t.co/0KPotrPbp7",16,22,41,-3.1603,55.9494
Finally saw #TheGreatestShowman and I am O B S E S S E D,16,22,40,,
50 shades never disappoints,16,22,40,,
Ok - Drinking a Native Son by @BrewDog at @brewdog  — https://t.co/HJ9o2UtnIy,16,22,40,-3.18963,55.9485
@JamieStrachan98 You’ve got good patter like,16,22,40,,
@besomeonessock https://t.co/qYWIIRyYZi,16,22,39,,
"If anyone has any pictures of videos of @samjefferson69 last night please send me them, I will pay good money 😭😂",16,22,39,,
Nothin screams “u so alone lol” quite like flu all by yourself in a shiter city than my baby Glasgow.,16,22,38,,
So @realDonaldTrump you acknowledge there's a Russian campaign against the US. Why aren't you enforcing the sanctio… https://t.co/pE4krgVaIs,16,22,38,,
@adulescent @mouldycake @marksandspencer @schuh @gucci @Radley_London @newlook Also love the coat! 😍,16,22,38,,
"He signed for @WorcsWarriors earlier this week, and was then brought back up to Scotland by Richard Cockerill, but… https://t.co/9TGUBKyzNm",16,22,38,,
Nope https://t.co/ReMdUibXx4,16,22,37,,
Class! Hi-Tension #TOTP2,16,22,34,,
@nonideefixe @JRTomlinAuthor @Graeme_Coyle @ISaidAye @MorphyJim @Jeggit @LeeRogers1314 @jackiekemp @gwmclean Fascin… https://t.co/KP9a8GOD3C,16,22,33,,
@duncana_ And haggis,16,22,33,,
THIS x 100000000 https://t.co/rVxJCsyZzS,16,22,33,,
"🔥 @ Edinburgh, United Kingdom https://t.co/DYIOZuJqaH",16,22,32,-3.1603,55.9494
While the couple to be married were @SocialBite_ in Edinburgh pretending they cared about homelessness! https://t.co/5XwO0ldWCd,16,22,32,,
Here’s a throwback to a piece I wrote for the guys at @NorthernSlant a while back about how the centre ground might… https://t.co/4hYD0ru0tE,16,22,31,,
@Brendanmuir10 Should've messaged you earlier man 😭,16,22,30,,
I need to get away from here asap,16,22,30,,
"“I would pay money to be his girlfriend”
“I would be homeless if I could be his girlfriend” 
“I would fail all my e… https://t.co/ZtKGe7OPQH",16,22,29,,
... https://t.co/OgSqsTI74F,16,22,29,,
@RKMacleod damn it. So close.,16,22,26,,
"📷 revel_house | clean bandit @ Edinburgh, United Kingdom https://t.co/73xKuD9ZwL",16,22,26,-3.1603,55.9494
"@ConservativeTht When will you realise that your ""exceptional America"" is unique in the civilised world and not in… https://t.co/lQHj2Bkugq",16,22,26,,
@GerardDoran67 @tedermeatballs Nailed it mate  !,16,22,26,,
@dannywilliamsx @georgialxx_ @SteelerFayy Fuck do I wanna sleep for?,16,22,26,,
Openly sobbing my eyes out at work having seen the names of the fatalities from the #ParklandShooting. They’re fuck… https://t.co/ZVw1Tze7Tn,16,22,25,,
@Brendanmuir10 Wanna go out?,16,22,25,,
@SteelerFayy @AwkwardGinge @georgialxx_ @dannywilliamsx Dinney I’ve only just got over that,16,22,25,,
@ministract @JohnMcGlynn @ianmaxiptfc @Ian7141 @Chewbanana @DirectorBBScot @henryfraser0 @ThistleMascot… https://t.co/jM9eVKIjSo,16,22,24,,
If she went to that much trouble just let the poor woman have her drugs. https://t.co/tw2bAsOnG0,16,22,24,,
@dannywilliamsx @georgialxx_ @SteelerFayy Naw 😂 what’s the hedge fir?,16,22,24,,
@TheSPFLRadar One of my only skills in life is ‘not bad at twitter’. Delighted this was up to standard 🎉,16,22,24,,
"@thebigpostie @RoddyScott1 You sure, I used to go in a celtic pub for a pint when hibs were there. that was on the… https://t.co/vGkXMid8LI",16,22,23,,
Great finish from Duncan Weir!! https://t.co/eHWqJHJ6fF,16,22,23,,
@ChasnHodges Fabulous!!!!!!! Xxxx keep on up..... Xxxxx,16,22,23,,
Hardcore out on the 2G at @HolyRoodRCHigh - freezing but boys all focused and working hard. Really impressed by our… https://t.co/YGWQL2NDN1,16,22,23,,
This is so funny 😂😂😂 https://t.co/jpgkyOCZ6k,16,22,23,,
